    0: 1,   # "Chưa có thang máy..." - Overall positive despite some negatives
    1001: 1,   # Positive
    1002: -1,  # Negative
    1003: 0,   # Neutral
    1004: 1,   # Positive
    1005: -1,  # Negative
    1006: 0,   # Neutral
    1007: -1,  # Negative
    1008: 1,   # Positive
    1009: 1,   # Positive
    1010: 0,   # Neutral
    1011: 0,   # Neutral
    1012: 1,   # Positive
    1013: 1,   # Positive
    1014: -1,  # Negative
    1015: -1,  # Negative
    1016: 1,   # Positive
    1017: -1,  # Negative
    1018: 0,   # Neutral
    1019: 0,   # Neutral
    1020: -1,  # Negative
    1021: 1,   # Positive
    1022: 1,   # Positive
    1023: -1,  # Negative
    1024: 1,   # Positive
    1025: 0,   # Neutral
    1026: 0,   # Neutral
    1027: 1,   # Positive
    1028: -1,  # Negative
    1029: 0,   # Neutral
    1030: -1,  # Negative
    1031: 1,   # Positive
    1032: 1,   # Positive
    1033: -1,  # Negative
    1034: 1,   # Positive
    1035: 0,   # Neutral
    1036: -1,  # Negative
    1037: -1,  # Negative
    1038: 0,   # Neutral
    1039: -1,  # Negative
    1040: 0,   # Neutral
    1041: 1,   # Positive
    1042: -1,  # Negative
    1043: 1,   # Positive
    1044: 1,   # Positive
    1045: 0,   # Neutral
    1046: -1,  # Negative
    1047: 0,   # Neutral
    1048: 1,   # Positive
    1049: 1,   # Positive
    1050: -1,  # Negative
    1051: 1,   # Positive
    1052: 1,   # Positive
    1053: 0,   # Neutral
    1054: 1,   # Positive
    1055: 1,   # Positive
    1056: 0,   # Neutral
    1057: -1,  # Negative
    1058: 0,   # Neutral
    1059: 1,   # Positive
    1060: -1,  # Negative
    1061: 0,   # Neutral
    1062: 0,   # Neutral
    1063: 1,   # Positive
    1064: -1,  # Negative
    1065: -1,  # Negative
    1066: 0,   # Neutral
    1067: -1,  # Negative
    1068: 0,   # Neutral
    1069: 1,   # Positive
    1070: 1,   # Positive
    1071: 1,   # Positive
    1072: 0,   # Neutral
    1073: 0,   # Neutral
    1074: 0,   # Neutral
    1075: 0,   # Neutral
    1076: -1,  # Negative
    1077: 1,   # Positive
    1078: -1,  # Negative
    1079: 0,   # Neutral
    1080: 0,   # Neutral
    1081: 0,   # Neutral
    1082: 1,   # Positive
    1083: 0,   # Neutral
    1084: -1,  # Negative
    1085: 1,   # Positive
    1086: -1,  # Negative
    1087: 1,   # Positive
    1088: -1,  # Negative
    1089: 0,   # Neutral
    1090: 0,   # Neutral
    1091: 0,   # Neutral
    1092: -1,  # Negative
    1093: 0,   # Neutral
    1094: -1,  # Negative
    1095: 1,   # Positive
    1096: 0,   # Neutral
    1097: -1,  # Negative
    1098: 1,   # Positive
    1099: 1,   # Positive
    1100: -1   # Negative
    1101: 1,   # Positive
    1102: -1,  # Negative
    1103: 0,   # Neutral
    1104: 1,   # Positive
    1105: -1,  # Negative
    1106: 0,   # Neutral
    1107: -1,  # Negative
    1108: 1,   # Positive
    1109: 1,   # Positive
    1110: 0,   # Neutral
    1111: 0,   # Neutral
    1112: 1,   # Positive
    1113: 1,   # Positive
    1114: -1,  # Negative
    1115: -1,  # Negative
    1116: 1,   # Positive
    1117: -1,  # Negative
    1118: 0,   # Neutral
    1119: 0,   # Neutral
    1120: -1,  # Negative
    1121: 1,   # Positive
    1122: 1,   # Positive
    1123: -1,  # Negative
    1124: 1,   # Positive
    1125: 0,   # Neutral
    1126: 0,   # Neutral
    1127: 1,   # Positive
    1128: -1,  # Negative
    1129: 0,   # Neutral
    1130: -1,  # Negative
    1131: 1,   # Positive
    1132: 1,   # Positive
    1133: -1,  # Negative
    1134: 1,   # Positive
    1135: 0,   # Neutral
    1136: -1,  # Negative
    1137: -1,  # Negative
    1138: 0,   # Neutral
    1139: -1,  # Negative
    1140: 0,   # Neutral
    1141: 1,   # Positive
    1142: -1,  # Negative
    1143: 1,   # Positive
    1144: 1,   # Positive
    1145: 0,   # Neutral
    1146: -1,  # Negative
    1147: 0,   # Neutral
    1148: 1,   # Positive
    1149: 1,   # Positive
    1150: -1,  # Negative
    1151: 1,   # Positive
    1152: 1,   # Positive
    1153: 0,   # Neutral
    1154: 1,   # Positive
    1155: 1,   # Positive
    1156: 0,   # Neutral
    1157: -1,  # Negative
    1158: 0,   # Neutral
    1159: 1,   # Positive
    1160: -1,  # Negative
    1161: 0,   # Neutral
    1162: 0,   # Neutral
    1163: 1,   # Positive
    1164: -1,  # Negative
    1165: -1,  # Negative
    1166: 0,   # Neutral
    1167: -1,  # Negative
    1168: 0,   # Neutral
    1169: 1,   # Positive
    1170: 1,   # Positive
    1171: 1,   # Positive
    1172: 0,   # Neutral
    1173: 0,   # Neutral
    1174: 0,   # Neutral
    1175: 0,   # Neutral
    1176: -1,  # Negative
    1177: 1,   # Positive
    1178: -1,  # Negative
    1179: 0,   # Neutral
    1180: 0,   # Neutral
    1181: 0,   # Neutral
    1182: 1,   # Positive
    1183: 0,   # Neutral
    1184: -1,  # Negative
    1185: 1,   # Positive
    1186: -1,  # Negative
    1187: 1,   # Positive
    1188: -1,  # Negative
    1189: 0,   # Neutral
    1190: 0,   # Neutral
    1191: 0,   # Neutral
    1192: -1,  # Negative
    1193: 0,   # Neutral
    1194: -1,  # Negative
    1195: 1,   # Positive
    1196: 0,   # Neutral
    1197: -1,  # Negative
    1198: 1,   # Positive
    1199: 1,   # Positive
    1200: -1,  # Negative
    1201: 1,   # Positive
    1202: -1,  # Negative
    1203: 0,   # Neutral
    1204: 1,   # Positive
    1205: -1,  # Negative
    1206: 0,   # Neutral
    1207: 1,   # Positive
    1208: -1,  # Negative
    1209: 0,   # Neutral
    1210: 1,   # Positive
    1211: 1,   # Positive
    1212: 0,   # Neutral
    1213: -1,  # Negative
    1214: 1,   # Positive
    1215: 0,   # Neutral
    1216: -1,  # Negative
    1217: 1,   # Positive
    1218: -1,  # Negative
    1219: 1,   # Positive
    1220: 1,   # Positive
    1221: 0,   # Neutral
    1222: -1,  # Negative
    1223: 1,   # Positive
    1224: 0,   # Neutral
    1225: -1,  # Negative
    1226: 1,   # Positive
    1227: 1,   # Positive
    1228: 0,   # Neutral
    1229: -1,  # Negative
    1230: 1,   # Positive
    1231: 1,   # Positive
    1232: -1,  # Negative
    1233: 1,   # Positive
    1234: 1,   # Positive
    1235: 0,   # Neutral
    1236: -1,  # Negative
    1237: 0,   # Neutral
    1238: -1,  # Negative
    1239: 1,   # Positive
    1240: 1,   # Positive
    1241: 0,   # Neutral
    1242: -1,  # Negative
    1243: 0,   # Neutral
    1244: 1,   # Positive
    1245: 0,   # Neutral
    1246: -1,  # Negative
    1247: 1,   # Positive
    1248: 1,   # Positive
    1249: 0,   # Neutral
    1250: -1,  # Negative
    1251: 1,   # Positive
    1252: -1,  # Negative
    1253: 0,   # Neutral
    1254: 1,   # Positive
    1255: -1,  # Negative
    1256: 0,   # Neutral
    1257: -1,  # Negative
    1258: 1,   # Positive
    1259: 1,   # Positive
    1260: 0,   # Neutral
    1261: 0,   # Neutral
    1262: 1,   # Positive
    1263: 1,   # Positive
    1264: -1,  # Negative
    1265: -1,  # Negative
    1266: 1,   # Positive
    1267: -1,  # Negative
    1268: 0,   # Neutral
    1269: 0,   # Neutral
    1270: -1,  # Negative
    1271: 1,   # Positive
    1272: 1,   # Positive
    1273: -1,  # Negative
    1274: 1,   # Positive
    1275: 0,   # Neutral
    1276: 0,   # Neutral
    1277: 1,   # Positive
    1278: -1,  # Negative
    1279: 0,   # Neutral
    1280: -1,  # Negative
    1281: 1,   # Positive
    1282: 1,   # Positive
    1283: -1,  # Negative
    1284: 1,   # Positive
    1285: 0,   # Neutral
    1286: -1,  # Negative
    1287: -1,  # Negative
    1288: 0,   # Neutral
    1289: -1,  # Negative
    1290: 0,   # Neutral
    1291: 1,   # Positive
    1292: 1,   # Positive
    1293: 1,   # Positive
    1294: 0,   # Neutral
    1295: 0,   # Neutral
    1296: 0,   # Neutral
    1297: 0,   # Neutral
    1298: -1,  # Negative
    1299: 1,   # Positive
    1300: -1,  # Negative
    1301: 0,   # Neutral
    1302: 0,   # Neutral
    1303: 0,   # Neutral
    1304: 1,   # Positive
    1305: 0,   # Neutral
    1306: -1,  # Negative
    1307: 1,   # Positive
    1308: -1,  # Negative
    1309: 0,   # Neutral
    1310: 1,   # Positive
    1311: 1,   # Positive
    1312: 0,   # Neutral
    1313: -1,  # Negative
    1314: 1,   # Positive
    1315: 0,   # Neutral
    1316: -1,  # Negative
    1317: 1,   # Positive
    1318: -1,  # Negative
    1319: 1,   # Positive
    1320: 1,   # Positive
    1321: 0,   # Neutral
    1322: -1,  # Negative
    1323: 1,   # Positive
    1324: 0,   # Neutral
    1325: -1,  # Negative
    1326: 1,   # Positive
    1327: 1,   # Positive
    1328: 0,   # Neutral
    1329: -1,  # Negative
    1330: 1,   # Positive
    1331: 1,   # Positive
    1332: -1,  # Negative
    1333: 1,   # Positive
    1334: 1,   # Positive
    1335: 0,   # Neutral
    1336: -1,  # Negative
    1337: 0,   # Neutral
    1338: -1,  # Negative
    1339: 1,   # Positive
    1340: 1,   # Positive
    1341: 0,   # Neutral
    1342: -1,  # Negative
    1343: 0,   # Neutral
    1344: 1,   # Positive
    1345: 0,   # Neutral
    1346: -1,  # Negative
    1347: 1,   # Positive
    1348: 1,   # Positive
    1349: 0,   # Neutral
    1350: -1,  # Negative
    1351: 1,   # Positive
    1352: -1,  # Negative
    1353: 0,   # Neutral
    1354: 1,   # Positive
    1355: -1,  # Negative
    1356: 0,   # Neutral
    1357: -1,  # Negative
    1358: 1,   # Positive
    1359: 1,   # Positive
    1360: 0,   # Neutral
    1361: 0,   # Neutral
    1362: 1,   # Positive
    1363: 1,   # Positive
    1364: -1,  # Negative
    1365: -1,  # Negative
    1366: 1,   # Positive
    1367: -1,  # Negative
    1368: 0,   # Neutral
    1369: 0,   # Neutral
    1370: -1,  # Negative
    1371: 1,   # Positive
    1372: 1,   # Positive
    1373: -1,  # Negative
    1374: 1,   # Positive
    1375: 0,   # Neutral
    1376: 0,   # Neutral
    1377: 1,   # Positive
    1378: -1,  # Negative
    1379: 0,   # Neutral
    1380: -1,  # Negative
    1381: 1,   # Positive
    1382: 1,   # Positive
    1383: -1,  # Negative
    1384: 1,   # Positive
    1385: 0,   # Neutral
    1386: -1,  # Negative
    1387: -1,  # Negative
    1388: 0,   # Neutral
    1389: -1,  # Negative
    1390: 0,   # Neutral
    1391: 1,   # Positive
    1392: 1,   # Positive
    1393: 1,   # Positive
    1394: 0,   # Neutral
    1395: 0,   # Neutral
    1396: 0,   # Neutral
    1397: 0,   # Neutral
    1398: -1,  # Negative
    1399: 1,   # Positive
    1400: -1,  # Negative
    1401: 0,   # Neutral
    1402: 0,   # Neutral
    1403: 0,   # Neutral
    1404: 1,   # Positive
    1405: 0,   # Neutral
    1406: -1,  # Negative
    1407: 1,   # Positive
    1408: -1,  # Negative
    1409: 0,   # Neutral
    1410: 1,   # Positive
    1411: 1,   # Positive
    1412: 0,   # Neutral
    1413: -1,  # Negative
    1414: 1,   # Positive
    1415: 0,   # Neutral
    1416: -1,  # Negative
    1417: 1,   # Positive
    1418: -1,  # Negative
    1419: 1,   # Positive
    1420: 1,   # Positive
    1421: 0,   # Neutral
    1422: -1,  # Negative
    1423: 1,   # Positive
    1424: 0,   # Neutral
    1425: -1,  # Negative
    1426: 1,   # Positive
    1427: 1,   # Positive
    1428: 0,   # Neutral
    1429: -1,  # Negative
    1430: 1,   # Positive
    1431: 1,   # Positive
    1432: -1,  # Negative
    1433: 1,   # Positive
    1434: 1,   # Positive
    1435: 0,   # Neutral
    1436: -1,  # Negative
    1437: 0,   # Neutral
    1438: -1,  # Negative
    1439: 1,   # Positive
    1440: 1,   # Positive
    1441: 0,   # Neutral
    1442: -1,  # Negative
    1443: 0,   # Neutral
    1444: 1,   # Positive
    1445: 0,   # Neutral
    1446: -1,  # Negative
    1447: 1,   # Positive
    1448: 1,   # Positive
    1449: 0,   # Neutral
    1450: -1,  # Negative
    1451: 1,   # Positive
    1452: -1,  # Negative
    1453: 1,   # Positive
    1454: 0,   # Neutral
    1455: 1,   # Positive
    1456: -1,  # Negative
    1457: 1,   # Positive
    1458: 1,   # Positive
    1459: 0,   # Neutral
    1460: -1,  # Negative
    1461: 0,   # Neutral
    1462: 1,   # Positive
    1463: 0,   # Neutral
    1464: -1,  # Negative
    1465: 1,   # Positive
    1466: 1,   # Positive
    1467: 0,   # Neutral
    1468: 1,   # Positive
    1469: 1,   # Positive
    1470: 0,   # Neutral
    1471: -1,  # Negative
    1472: 0,   # Neutral
    1473: 1,   # Positive
    1474: 1,   # Positive
    1475: -1,  # Negative
    1476: 0,   # Neutral
    1477: 1,   # Positive
    1478: -1,  # Negative
    1479: 0,   # Neutral
    1480: -1,  # Negative
    1481: 1,   # Positive
    1482: 1,   # Positive
    1483: 0,   # Neutral
    1484: 1,   # Positive
    1485: 1,   # Positive
    1486: 0,   # Neutral
    1487: -1,  # Negative
    1488: 1,   # Positive
    1489: 0,   # Neutral
    1490: -1,  # Negative
    1491: 1,   # Positive
    1492: 1,   # Positive
    1493: 0,   # Neutral
    1494: 0,   # Neutral
    1495: -1,  # Negative
    1496: 1,   # Positive
    1497: 0,   # Neutral
    1498: 1,   # Positive
    1499: -1,  # Negative
    1500: 0,   # Neutral
    1501: 1,   # Positive
    1502: -1,  # Negative
    1503: 0,   # Neutral
    1504: 1,   # Positive
    1505: -1,  # Negative
    1506: 0,   # Neutral
    1507: -1,  # Negative
    1508: 1,   # Positive
    1509: 1,   # Positive
    1510: 0,   # Neutral
    1511: 0,   # Neutral
    1512: 1,   # Positive
    1513: 1,   # Positive
    1514: -1,  # Negative
    1515: -1,  # Negative
    1516: 1,   # Positive
    1517: -1,  # Negative
    1518: 0,   # Neutral
    1519: 0,   # Neutral
    1520: -1,  # Negative
    1521: 1,   # Positive
    1522: 1,   # Positive
    1523: -1,  # Negative
    1524: 1,   # Positive
    1525: 0,   # Neutral
    1526: 0,   # Neutral
    1527: 1,   # Positive
    1528: -1,  # Negative
    1529: 0,   # Neutral
    1530: -1,  # Negative
    1531: 1,   # Positive
    1532: 1,   # Positive
    1533: -1,  # Negative
    1534: 1,   # Positive
    1535: 0,   # Neutral
    1536: -1,  # Negative
    1537: -1,  # Negative
    1538: 0,   # Neutral
    1539: -1,  # Negative
    1540: 0,   # Neutral
    1541: 1,   # Positive
    1542: 1,   # Positive
    1543: 1,   # Positive
    1544: 0,   # Neutral
    1545: 0,   # Neutral
    1546: 0,   # Neutral
    1547: 0,   # Neutral
    1548: -1,  # Negative
    1549: 1,   # Positive
    1550: -1,  # Negative
    1551: 0,   # Neutral
    1552: 0,   # Neutral
    1553: 0,   # Neutral
    1554: 1,   # Positive
    1555: 0,   # Neutral
    1556: -1,  # Negative
    1557: 1,   # Positive
    1558: -1,  # Negative
    1559: 0,   # Neutral
    1560: 1,   # Positive
    1561: 1,   # Positive
    1562: 0,   # Neutral
    1563: -1,  # Negative
    1564: 1,   # Positive
    1565: 0,   # Neutral
    1566: -1,  # Negative
    1567: 1,   # Positive
    1568: -1,  # Negative
    1569: 1,   # Positive
    1570: 1,   # Positive
    1571: 0,   # Neutral
    1572: -1,  # Negative
    1573: 1,   # Positive
    1574: 0,   # Neutral
    1575: -1,  # Negative
    1576: 1,   # Positive
    1577: 1,   # Positive
    1578: 0,   # Neutral
    1579: -1,  # Negative
    1580: 1,   # Positive
    1581: 1,   # Positive
    1582: 0,   # Neutral
    1583: 1,   # Positive
    1584: 1,   # Positive
    1585: 0,   # Neutral
    1586: -1,  # Negative
    1587: 1,   # Positive
    1588: 0,   # Neutral
    1589: -1,  # Negative
    1590: 1,   # Positive
    1591: 1,   # Positive
    1592: 0,   # Neutral
    1593: 0,   # Neutral
    1594: -1,  # Negative
    1595: 1,   # Positive
    1596: 0,   # Neutral
    1597: 1,   # Positive
    1598: -1,  # Negative
    1599: 0,   # Neutral
    1600: 1,   # Positive
    1601: -1,  # Negative
    1602: 0,   # Neutral
    1603: 0,   # Neutral
    1604: 1,   # Positive
    1605: -1,  # Negative
    1606: 1,   # Positive
    1607: 0,   # Neutral
    1608: -1,  # Negative
    1609: 1,   # Positive
    1610: 1,   # Positive
    1611: 0,   # Neutral
    1612: -1,  # Negative
    1613: 1,   # Positive
    1614: 0,   # Neutral
    1615: -1,  # Negative
    1616: 1,   # Positive
    1617: 1,   # Positive
    1618: 0,   # Neutral
    1619: -1,  # Negative
    1620: 0,   # Neutral
    1621: 1,   # Positive
    1622: 0,   # Neutral
    1623: -1,  # Negative
    1624: 1,   # Positive
    1625: 0,   # Neutral
    1626: -1,  # Negative
    1627: 1,   # Positive
    1628: 1,   # Positive
    1629: 0,   # Neutral
    1630: -1,  # Negative
    1631: 1,   # Positive
    1632: 0,   # Neutral
    1633: -1,  # Negative
    1634: 1,   # Positive
    1635: 1,   # Positive
    1636: 0,   # Neutral
    1637: -1,  # Negative
    1638: 1,   # Positive
    1639: 1,   # Positive
    1640: 0,   # Neutral
    1641: -1,  # Negative
    1642: 1,   # Positive
    1643: 0,   # Neutral
    1644: 1,   # Positive
    1645: -1,  # Negative
    1646: 0,   # Neutral
    1647: 1,   # Positive
    1648: -1,  # Negative
    1649: 0,   # Neutral
    1650: 1,   # Positive
    1651: 0,   # Neutral
    1652: -1,  # Negative
    1653: 1,   # Positive
    1654: -1,  # Negative
    1655: 0,   # Neutral
    1656: 1,   # Positive
    1657: -1,  # Negative
    1658: 1,   # Positive
    1659: 1,   # Positive
    1660: 0,   # Neutral
    1661: -1,  # Negative
    1662: 1,   # Positive
    1663: 0,   # Neutral
    1664: -1,  # Negative
    1665: 1,   # Positive
    1666: -1,  # Negative
    1667: 0,   # Neutral
    1668: 1,   # Positive
    1669: 1,   # Positive
    1670: 0,   # Neutral
    1671: -1,  # Negative
    1672: 0,   # Neutral
    1673: 1,   # Positive
    1674: -1,  # Negative
    1675: 1,   # Positive
    1676: 0,   # Neutral
    1677: 1,   # Positive
    1678: -1,  # Negative
    1679: 0,   # Neutral
    1680: 1,   # Positive
    1681: 0,   # Neutral
    1682: 1,   # Positive
    1683: -1,  # Negative
    1684: 0,   # Neutral
    1685: 1,   # Positive
    1686: -1,  # Negative
    1687: 0,   # Neutral
    1688: 1,   # Positive
    1689: 1,   # Positive
    1690: 0,   # Neutral
    1691: -1,  # Negative
    1692: 1,   # Positive
    1693: 0,   # Neutral
    1694: 1,   # Positive
    1695: 0,   # Neutral
    1696: -1,  # Negative
    1697: 0,   # Neutral
    1698: 1,   # Positive
    1699: -1,  # Negative
    1700: 0,   # Neutral
    1701: 1,   # Positive
    1702: -1,  # Negative
    1703: 1,   # Positive
    1704: 0,   # Neutral
    1705: 1,   # Positive
    1706: -1,  # Negative
    1707: 0,   # Neutral
    1708: 1,   # Positive
    1709: -1,  # Negative
    1710: 0,   # Neutral
    1711: 1,   # Positive
    1712: -1,  # Negative
    1713: 0,   # Neutral
    1714: 1,   # Positive
    1715: 1,   # Positive
    1716: 0,   # Neutral
    1717: -1,  # Negative
    1718: 1,   # Positive
    1719: 0,   # Neutral
    1720: -1,  # Negative
    1721: 1,   # Positive
    1722: 0,   # Neutral
    1723: 1,   # Positive
    1724: 0,   # Neutral
    1725: 1,   # Positive
    1726: 1,   # Positive
    1727: 0,   # Neutral
    1728: -1,  # Negative
    1729: 1,   # Positive
    1730: 0,   # Neutral
    1731: 1,   # Positive
    1732: -1,  # Negative
    1733: 1,   # Positive
    1734: 0,   # Neutral
    1735: 1,   # Positive
    1736: -1,  # Negative
    1737: 0,   # Neutral
    1738: 1,   # Positive
    1739: 1,   # Positive
    1740: 0,   # Neutral
    1741: 1,   # Positive
    1742: 0,   # Neutral
    1743: -1,  # Negative
    1744: 1,   # Positive
    1745: 0,   # Neutral
    1746: -1,  # Negative
    1747: 1,   # Positive
    1748: 1,   # Positive
    1749: 0,   # Neutral
    1750: -1,  # Negative
    1751: 1,   # Positive
    1752: 0,   # Neutral
    1753: -1,  # Negative
    1754: 1,   # Positive
    1755: 1,   # Positive
    1756: 0,   # Neutral
    1757: -1,  # Negative
    1758: 1,   # Positive
    1759: 1,   # Positive
    1760: 0,   # Neutral
    1761: -1,  # Negative
    1762: 1,   # Positive
    1763: 0,   # Neutral
    1764: -1,  # Negative
    1765: 1,   # Positive
    1766: -1,  # Negative
    1767: 0,   # Neutral
    1768: 1,   # Positive
    1769: 1,   # Positive
    1770: 0,   # Neutral
    1771: -1,  # Negative
    1772: 0,   # Neutral
    1773: 1,   # Positive
    1774: -1,  # Negative
    1775: 1,   # Positive
    1776: 0,   # Neutral
    1777: 1,   # Positive
    1778: -1,  # Negative
    1779: 0,   # Neutral
    1780: 1,   # Positive
    1781: 0,   # Neutral
    1782: 1,   # Positive
    1783: -1,  # Negative
    1784: 0,   # Neutral
    1785: 1,   # Positive
    1786: -1,  # Negative
    1787: 0,   # Neutral
    1788: 1,   # Positive
    1789: 1,   # Positive
    1790: 0,   # Neutral
    1791: -1,  # Negative
    1792: 1,   # Positive
    1793: 0,   # Neutral
    1794: 1,   # Positive
    1795: 0,   # Neutral
    1796: -1,  # Negative
    1797: 0,   # Neutral
    1798: 1,   # Positive
    1799: -1,  # Negative
    1800: 0,   # Neutral
    1801: 1,   # Positive
    1802: -1,  # Negative
    1803: 1,   # Positive
    1804: 0,   # Neutral
    1805: 1,   # Positive
    1806: -1,  # Negative
    1807: 0,   # Neutral
    1808: 1,   # Positive
    1809: -1,  # Negative
    1810: 0,   # Neutral
    1811: 1,   # Positive
    1812: -1,  # Negative
    1813: 0,   # Neutral
    1814: 1,   # Positive
    1815: 1,   # Positive
    1816: 0,   # Neutral
    1817: -1,  # Negative
    1818: 1,   # Positive
    1819: 0,   # Neutral
    1820: -1,  # Negative
    1821: 1,   # Positive
    1822: 0,   # Neutral
    1823: 1,   # Positive
    1824: 0,   # Neutral
    1825: 1,   # Positive
    1826: 1,   # Positive
    1827: 0,   # Neutral
    1828: -1,  # Negative
    1829: 1,   # Positive
    1830: 0,   # Neutral
    1831: 1,   # Positive
    1832: -1,  # Negative
    1833: 1,   # Positive
    1834: 0,   # Neutral
    1835: 1,   # Positive
    1836: -1,  # Negative
    1837: 0,   # Neutral
    1838: 1,   # Positive
    1839: 1,   # Positive
    1840: 0,   # Neutral
    1841: -1,  # Negative
    1842: 1,   # Positive
    1843: 0,   # Neutral
    1844: 1,   # Positive
    1845: 0,   # Neutral
    1846: -1,  # Negative
    1847: 0,   # Neutral
    1848: 1,   # Positive
    1849: -1,  # Negative
    1850: 0,   # Neutral
    1851: 1,   # Positive
    1852: -1,  # Negative
    1853: 1,   # Positive
    1854: 0,   # Neutral
    1855: 1,   # Positive
    1856: -1,  # Negative
    1857: 0,   # Neutral
    1858: 1,   # Positive
    1859: 1,   # Positive
    1860: 0,   # Neutral
    1861: 1,   # Positive
    1862: 0,   # Neutral
    1863: -1,  # Negative
    1864: 1,   # Positive
    1865: 0,   # Neutral
    1866: -1,  # Negative
    1867: 1,   # Positive
    1868: 1,   # Positive
    1869: 0,   # Neutral
    1870: -1,  # Negative
    1871: 1,   # Positive
    1872: 0,   # Neutral
    1873: -1,  # Negative
    1874: 1,   # Positive
    1875: 1,   # Positive
    1876: 0,   # Neutral
    1877: -1,  # Negative
    1878: 1,   # Positive
    1879: 1,   # Positive
    1880: 0,   # Neutral
    1881: -1,  # Negative
    1882: 1,   # Positive
    1883: 0,   # Neutral
    1884: -1,  # Negative
    1885: 1,   # Positive
    1886: -1,  # Negative
    1887: 0,   # Neutral
    1888: 1,   # Positive
    1889: 1,   # Positive
    1890: 0,   # Neutral
    1891: -1,  # Negative
    1892: 1,   # Positive
    1893: 0,   # Neutral
    1894: 1,   # Positive
    1895: 0,   # Neutral
    1896: -1,  # Negative
    1897: 0,   # Neutral
    1898: 1,   # Positive
    1899: -1,  # Negative
    1900: 0,   # Neutral
    1901: 1,   # Positive
    1902: -1,  # Negative
    1903: 1,   # Positive
    1904: 0,   # Neutral
    1905: 1,   # Positive
    1906: -1,  # Negative
    1907: 0,   # Neutral
    1908: 1,   # Positive
    1909: -1,  # Negative
    1910: 0,   # Neutral
    1911: 1,   # Positive
    1912: -1,  # Negative
    1913: 0,   # Neutral
    1914: 1,   # Positive
    1915: 1,   # Positive
    1916: 0,   # Neutral
    1917: -1,  # Negative
    1918: 1,   # Positive
    1919: 0,   # Neutral
    1920: -1,  # Negative
    1921: 1,   # Positive
    1922: 0,   # Neutral
    1923: 1,   # Positive
    1924: 0,   # Neutral
    1925: 1,   # Positive
    1926: 1,   # Positive
    1927: 0,   # Neutral
    1928: -1,  # Negative
    1929: 1,   # Positive
    1930: 0,   # Neutral
    1931: 1,   # Positive
    1932: -1,  # Negative
    1933: 1,   # Positive
    1934: 0,   # Neutral
    1935: 1,   # Positive
    1936: -1,  # Negative
    1937: 0,   # Neutral
    1938: 1,   # Positive
    1939: 1,   # Positive
    1940: 0,   # Neutral
    1941: -1,  # Negative
    1942: 1,   # Positive
    1943: 0,   # Neutral
    1944: 1,   # Positive
    1945: 0,   # Neutral
    1946: -1,  # Negative
    1947: 0,   # Neutral
    1948: 1,   # Positive
    1949: -1,  # Negative
    1950: 0,   # Neutral
    1951: 1,   # Positive
    1952: -1,  # Negative
    1953: 1,   # Positive
    1954: 0,   # Neutral
    1955: 1,   # Positive
    1956: -1,  # Negative
    1957: 0,   # Neutral
    1958: 1,   # Positive
    1959: 1,   # Positive
    1960: 0,   # Neutral
    1961: 1,   # Positive
    1962: -1,  # Negative
    1963: 1,   # Positive
    1964: 0,   # Neutral
    1965: -1,  # Negative
    1966: 1,   # Positive
    1967: 1,   # Positive
    1968: 0,   # Neutral
    1969: -1,  # Negative
    1970: 1,   # Positive
    1971: 0,   # Neutral
    1972: -1,  # Negative
    1973: 1,   # Positive
    1974: 1,   # Positive
    1975: 0,   # Neutral
    1976: -1,  # Negative
    1977: 1,   # Positive
    1978: 1,   # Positive
    1979: 0,   # Neutral
    1980: -1,  # Negative
    1981: 1,   # Positive
    1982: 0,   # Neutral
    1983: 1,   # Positive
    1984: 0,   # Neutral
    1985: 1,   # Positive
    1986: -1,  # Negative
    1987: 0,   # Neutral
    1988: 1,   # Positive
    1989: 1,   # Positive
    1990: 0,   # Neutral
    1991: -1,  # Negative
    1992: 1,   # Positive
    1993: 0,   # Neutral
    1994: 1,   # Positive
    1995: 0,   # Neutral
    1996: -1,  # Negative
    1997: 0,   # Neutral
    1998: 1,   # Positive
    1999: -1,  # Negative
