,Text,Label
499,Nhân viên thân thiện Breakfast phong phú Phòng ốc sạch ,1
500,Giường thoải mái Dù dorm tư Staff nhiệt tình thân thiện Nhiệt độ phòng tắm ko ổn định ,1
501,Di thuận tiện phòng nghỉ sạch nhân viên thân thiện ,1
502,Giường thoải mái sạch phòng mùi tinh dầu Có hội hà nội định ,1
503,Giường thiết kế tiện nghi khu vực đồ an toàn Nhân viên thân thiện nhiệt tình vui vẻ,1
504,Giường thoải mái Tủ đồ rộng rãi an toàn nhân viên ,1
505,Sạch nhân viên nhiet tình,1
506,Bửa ok Tự đổi phòng máy lạnh hỏng thể địa lý thuyết phục thông báo đề thể chổ Không cung hóa đơn GTGT,0
507,Phòng thoáng mát sạch nhân viên thân thiện thương,1
508,Không bể bơi mặc sạn Nhân viên spa bể nhân viên khu spa hotel bể bơi Ko nổi ,-1
509,book phong tren booking khong kem an gia dat phai dat an rieng ,-1
510,Tầm quan sát tp Mot tu thui Đẹp ,0
511,Bathroom tuyệt vời hạng phòng suit Đồ hơi cay đối kids,0
512,Bữa ngon hợp khẩu vị Ks tiêu chuẩn 3 phục vụ Vị trí trung tâm phố cổ thuận lợi di tham quan,1
513,Phong sach dep thoai mai nhan vien phuc vu nhiet tinh vui ve wifi yeu khong biet co phai huong bao lam he thong duong truyen co van de khong ,1
514,Yên tĩnh gái ngủ 11 h trưa dậy phòng lưu luyến quên bữa Bữa ngon lựa chon Cám ơn KS phút giây thực thoải mái ,1
515,Nhân viên thân thiện giúp đỡ hướng nhiệt tình Phòng sạch thơm thuận tiện đi thăm quan Còn dịch vụ thuê máy tiện ,1
516,Nhân viên tận tình niềm nở hàng Linh động dịch vụ thuê xe máy xe rước sân bay Vị trí thuận lợi di chuyển,1
517,Phòng rộng rãi sạch địa trung tâm Ngõ phơi quần áo đi quần áo phơi,1
518,Bữa trẻ lắm ,0
519,Vị trí trung tâm phòng sạch giường sạch gian yên tĩnh phố cổ ồn Vòi xịt toilet hỏng ,1
520,bữa ngon tuyện cời cafe Không bồn tắm,0
521,Điều hòa lạnh chảy phòng,0
522,Giường thoải mái trang trí ấm cúng trang nhã Bồn tắm vỡ chảy sàn phòng tắm ,1
523,Phòng ngủ thoải mái sạch Nhân viên tận tình vui vẻ Vị trí tuyệt vời ,1
524,Bữa đa dạng nhân viên nhiệt tình thân thiện,1
525,Bữa đa dạng ngon miệng,1
526,Gần khu trung tâm thể đi bờ Hồ,0
527,Giường thoải mái nhân viên chu đáo dọn phòng Rất hài ,1
528,Không gian thoải mái Giao thông tiếp cận đôi chút bất tiện ,0
529,Nhân viên phục vụ vui vẻ sạn sạch mát mẻ tiện nghi Nếu dịp Hà Nội Khách sạn ,1
530,bữa tốt,0
531,chỗ thoải mái hơi chật,-1
532,Máy lạnh phòng hư Ăn ngon,-1
533,Phòng rộng đẹp Bạn nv Kiên nhiệt tình chuyên nghiệp Nhà vs nhỏ,0
534,Mình nội thất sạn Rất đẹp trọng Thêm ks khu trung tâm thể đi dạo mua sắm uống ok Và tuyệt vời thái độ nhân viên sạn Không Quá hài lòng,1
535,Nhân viên yêu nhiệt tình giúp đỡ hàng Dịch vụ trung thực Lần sạn Vị trí tuyệt vời Đi tiện Nước tắm Nên cải thiện Điều hòa k công suất phòng mùa đông phòng k ấm ,0
536,Nhân viên chăm sóc hàng chuyên nghiệp,0
537,Nhân viên phục vụ phòng thoải mái sạch Bửa ngon ,1
538,trang trí nội thất đẹp nhân viên tận tình thương đường hời hẹp,0
539,Nhân viên phục vụ nhiệt tình chu đáo Tiện nghi thoải mái sạch lịch ,1
540,Khách sạn hiện đại tiện nghi sạch thuận lợi khu phố cổ tiện ích xung quanh Nhân viên nhiệt tình chuyên nghiệp Bữa ngon lựa Chắc chắn lưu trú ,1
541,Xin nhân viên nhiệt tình sạn Chúc sạn phát đạt,1
542,Ngay trung tam tiện khám pha phố cổ,0
543,Vị trí trung tâm yên tĩnh Có trống rộng thuận tiện đậu dừng xe Bữa phong phú Giá phòng hợp lý Có quán cafe xung quanh ,1
544,Voi nuoc nong bi hong nuoc it lai deu ok ,0
545,Địa phục vụ nhiệt tình Hài lưu trú Phố đi ảnh hưởng đi ,1
546,Vị trí hồ Hoàn Kiếm tuyệt vời Phòng giường to ko ,0
547,Giường ngủ rộng thoải mái Phòng thông thoáng,1
548,Vị trí trung tâm Yên tĩnh Sạch Giá hợp lý Chăn gối mùi hôi,1
549,Bua toi te Khach san khach hang on ao Khong co y thuc lam huong toi nhung nguoi ben canh,-1
550,Nội thất phòng ấn tượng Ăn Đón khách,0
551,Vị trí tuyệt vời Nhân viên thân thiện,1
552,Bữa ngon,0
553,đồ ngon chổ sạch nhân viên thân thiện vợ chồng hài lòng,1
554,Gần trung tâm Nhân viên đào chuyên nghiệp ,0
555,Nhân viên phục vụ chuyên nghiệp Tất phận nhân viên giỏi trình độ ngoại ngữ Vợ chồng thoải mái ,1
556,vị trí thuận tiện phòng sạch nhân viên thiện cảm,0
557,bữa ngon phong phú phòng đẹp hiện đại trang trí thương thuận tiện đón xe bus sân bay nhân viên nhiệt tình vui vẻ rất hài Có 1 vết nứt chỗ bồn cầu toilet dù dán băng keo thay k bị kẹp đau ,1
558,Nhân viên nhiệt tình thuận tiện Vì lý sạn Mọi ổn ,1
559, Staff Tất nice thương Chị receptionist 2 phục vụ bữa nhiệt tình Price Giá 6 3 phòng trung bình 1 300 k 1 đêm phố cổ rẽ Chất Phòng cực kì sạch sủa Địa Khu vực trung tâm xe đi tiện Recommend Nên lại,1
560,Lần hai sạn Thêm đón tận tình tuyệt vời Hương thơm phòng giúp chóng hòa giấc ngủ đi tham quan Điểm tâm sạn tuyệt Bánh mì nóng giòn kèm cam mát lạnh mùa đông ,1
561,Mọi ok view k đc đẹp lắm,0
562,Giường ngủ thoải mái Đi khuya gọi điện lễ tân sạn,0
563,Nhan vien rat chu dao an can va de chiu dap ung cac yeu cau cua khach Ms Quynh ,0
564,Ks sạch tiện nghi Vị trí thuận tiện Ăn món ,1
565,bữa ngon nhân viên viên phục vụ tận tình,1
566,Khách sạn sạch Nhân viên thân thiện Vị trí thuận tiện di Điều hòa chế độ sưởi mùi chịu,1
567,Bữa ngon tuyệt Nội thất Nhân viên nhiệt tình ,1
568,đồ phong phục vụ thuận tiện đi lại,1
569,Phòng tiện nghi sạch Thái độ phục vụ nhân viên niềm nở chào đón hàng Phòng ngủ hơi nhỏ,1
570,Giường thoải mái Phòng sạch thơm tho Nhân viên nhiệt tình chu đáo Không gối thấp,1
571,Địa đẹp Phòng đẹp tiện nghi Nhân viên dọn phòng ồn ào,1
572,Địa Nhân viên lịch vui vẻ nhiệt tình Tầng 1 mùi hôi lẽ hệ thống hút mùi Mất sóng điện thoại 1 vạch thể liên lạc sạn trung tâm thủ đô chấp ,0
573,Bữa buffet lẫn gọi món ngon Đặc biệt món phở ngon Gần sạn quán bánh nóng ngã cầu gỗ chỗ hoa tươi đối diện xôi khúc vô ngon Phòng tầng 7 tầng giáp máy bơm hơi ồn ,1
574,Gần bờ hồ Hoàn Kiếm Phòng hơi bí bách view đi đâu,0
575,ngoài 1 góc sạn sóng điện thoại ổn,0
576,Vị trí cầu thê húc Đi phút Thiết hơi cũ Toilet rỉ thoát chậm ,0
577,Một cân nhắc Book Phòng ks Những phòng sóng điện thoại kg thể liên lạc chiều ngược ,0
578,vị trí phòng kín ko cửa sổ,0
579,Vị trí tuyệt vời Rất thuận tiện đi khu vực quanh hồ Bữa món Việt Quạt gió vệ sinh ,0
580,Mình túi nhân viên bảo nhân viên tận phòng ko đc ,0
581,vị trí đẹp nằm phố hoa dầm yên tĩnh sạch phòng ốc thoáng cửa sổ buffet tinh tế nhân viên thân thiện nói ok ,1
582,Tuyệt vời sạn xinh phòng yên tĩnh ồn nằm phố đồ lưu niệm quán cà phê kiểu Hà Nội đi 3 phút hồ Con Rùa phố đi phòng ấm cúng thiết kế đẹp sạch yên tĩnh bữa món món chế biến tinh tế Nhân viên thân thiện nhiệt tình chuyên nghiệp xin cám ơn Focus Hotel ,1
583,Bữa hợp Giường nệm Nhân viên phục vụ tận tình,1
584,Bữa phong phú ngon miệng Phòng trang trí thương,1
585,khách sạn hồ Gươm phòng sạch trang trí gọn gàng bắt mắt bữa ngon nhân viên chuyên nghiệp giá thành chấp ,1
586,nhân viên nhiệt tình ngon,0
587,tất thái độ phục vụ HN nhân viên thân thiện nhiệt tình wf phòng hơi yếu,0
588,Ăn ngon miệng Không chỗ đỗ xe,0
589,Địa trung tâm Không chỗ xe ,0
590,Nhân viên chuyên nghiệp Nhiệt tình Cảm giác thoải máy ,1
591,Lần 2 sạn Mọi tuyệt vời ,0
592,Nhan viên chu đáo Thực đơn ngon Dịch vụ Phòng hơi Công trình thi công khoan cắt ầm ầm,0
593,toilet sach dep nhan Vien vui ve nhiệt tinh Đệm nằm thoải mái ,1
594,Nhà vệ sinh sạch ,1
595,Giường thoải mái phòng ngủ phòng vệ sinh sạch Wifi kết nối internet,1
596,Không gian đẹp giường tầng gỗ hợp sở Phòng tắm hiện đại sạch ,1
597,Phòng ốc chê ấn tượng đi bàn món tâm đi ngủ chúc G9 nhân viên cười tươi thân thiện very like ,1
598,Đây 2 đi công tác sạn nhân viên thân thiện giúp đỡ nhiệt tình Ăn lựa Thuận tiện đi phố cổ Phòng đẹp may mắn phòng ban công thảm cỏ mát tôi đi tour Tràng An Hùng giúp Tôi trở sạn ,1
599,NV Kh chu đáo Ks ko chỗ Kh xe ban đêm,0
600,bữa ngon miệng phục vụ chu đáo chổ ban công khg thoải mái cục nóng máy lạnh ban công ẩm ướt xả máy lạnh ,0
601,Phòng tắm sạch Trên giường bày hoa đẹp Sàn tiếng kêu ,0
602,phục vụ ân địa thuận tiện đi ,1
603,Bữa đơn giản Nước nóng tắm nóng liên tục ,-1
604,Trang trí giường ngủ hoa thành hình trái tim lãng mạn Wifi ổn định lắm ,0
605,Tiện lợi phố cổ Ăn đơn điệu phong phú ,0
606,Tín hiệu điện thoại tồi wifi ko lắm ,-1
607,Nhân viên nhiệt tình dịch vụ Thiếu chỗ gửi xe,0
608,Nhân viên nhiệt tình thương sạn chu đáo đẹp,1
609,Giường thoải mái phòng trang trí hiện đại ấm cúng,1
610,phòng sạch bố trí phòng đẹp hợp lý Cơ sở vật chất giá tiền Phòng hơi hoạt động 2 phòng,1
611,Chúng 1 kỳ nghỉ hoàn hảo sạn Gem premier Khách sạn Rất đẹp trang trí tỉ mỉ chi tiết thiết kế kiểu pháp Năm trung tâm phố cổ chân thờ thơ mộng Tôi đạo hồ hoàn kiếm thể dậy hồ Gươm tập thể dục Ngắm hồ gươm văn hóa Hà nội Phòng sạn rộng ngạc nhiên trang trí hài hòa lãng mạn phòng tắm đẹp tường trang trí tỉ mỉ Bồn tắm lãng mạn Tôi phòng tÔi Nhân viên sạn chuyên nghiệp phòng gửi mail xác chào đón Gọi điện xác phòng Khi lễ tân chào đón đồ uống hoa khăn lạnh đĩa hoa tươi chăm sóc hàng hướng địa thăm quan đẹp hà nội Chỉ quán ngon sạn giúp chuyến hạ long 2 1 đêm giá ưu đãi 15 tuyệt vời Và chuyến đi hạ long chăm sóc hàng Thật tuyệt vời may mắn sạn Gem Premier Cảm ơn đội ngũ nhân viên Gem Rất Nhiều Không phàn làn ,1
612,Bữa cung tạm Khi hình ảnh booking toàn hình 3D chảnh rộng rãi ks 4 5 booking đc giá phòng bí nhân viên nhiệt tình phòng hôi mùi cống tắm đổi phòng rộng Đắt tiền ko chi phí hài nâng phòng tiền ks nhân viên Ks hợp tây đi du lịch gia đình trẻ ,-1
613,Dịch vụ nhân viên thân thiện phòng sạch thoải mái phục vụ chu đáo bữa ok Đối diện phòng ngủ cùa 1 phòng dán mấy lá bùa bự phong tục lá bùa cảm giác lạnh định đề nghị đổi phòng Mãi trưa hôm phòng phòng phòng nhân viên sạn nữ đi công tác 1 cảm giác bất an ,1
614,Phòng đẹp thiết kế cổ điển Mọi sạch tuyệt đối Mỗi nhân viên dọn phòng sạch tươm tất Tất nhân viên vui vẽ ân thân thiện chính phòng ốc sạch tất đồ đêuf Đã suy phòng tiếp tuần chuyến di sa pa Diện Biên Phủ trở Chỉ mùi khí gas cống ,1
615,Ngay mặt tiền BV ồn sớm,-1
616,Phòng yên tĩnh sạch giường thoải mái Phòng hơi nhỏ,1
617,Khách sạn đẹp phòng đẹp địa món ngon Nhân viên thân thiện Sẽ ,1
618,Bữa ngon Giường ngủ thoải mái Gửi xe hơi bãi công cộng phí hơi vất vả ,0
619,nhân viên thân thiện nhiệt tình phòng đẹp lần hn ,1
620,Vị trí thuận lợi nhân viên phục vụ nhiệt tình phòng sạch sẽ,1
621,Vị trí thuận tiện đi nhân viên thương,1
622, Nhân viên chuyên nghiệp chu đáo Các dv đi kèm hữu ích mua vé tàu hỏa tận bến tàu thuê xe máy gửi đồ Bữa ngon Phòng sạch tiện nghi,1
623,Phòng sạch thỏa mái giường ngủ êm tiện nghi cảm giác gđ Tôi lựa hotell gđ dịp giới thiệu bè Nhân viên nhiệt tình chu đáo ngon,1
624,Phòng sạch nhân viên thân thiện giúp đỡ Hài xứng giá tiền Không thang máy lẽ diện tích hơi Nhưng xứng giá phòng ,1
625,Nhân viên nhiệt tình Phòng đẹp giá Cào phòng phòng mấy cặp đi trăng mật giường hoa hồng Phóng rộng Đặc biệt wifi tín hiệu lưu trú hầu wifi kém ngoại trừ ks Nhân viên tư vấn nhiệt tình Great,1
626,Vị trí thuận tiện Nv nhiệt tình Phòng sạch sẽ,1
627,Nhân viên nhiệt tình lịch Phòng ốc sạch tươm tất ,1
628,Nhân viên chu đáo nhiệt tình Không thang máy,0
629,Welcome TỐT Vị trí thuận tiện xung quanh quán ngon Món phở ngon Mini Bar đồ uống ,1
630,Bữa nhân viên thân thiện Phòng thoáng khí ấm cúng Không thang máy ,1
631,Nhan vien vui ve nhiet tinh Am dun nuoc nong khong sach,0
632,Phòng ngủ Bố trí 01 quạt đứng phòng ,0
633,Ks xứng giá tiền Ks thang máy hơi mệt ,0
634,Khách sạn nằm khu phố cổ thuận tiện tham quan Việc di xe hơi hơi bất tiện đường lễ hội trung thu tuyến đường cấm đi ,0
635,Bữa chu đáo Nhân viên chủ động thông báo thay ĐỔI bố trí thay gọi xác thông ,0
636,Bữa ngon nhân viên vui vẻ nhiệt tình sạn thuận tiện vui mua sắm,1
637,Sự sạch lễ tân thông minh,1
638,Nhân viên lịch thân thiện Giường ngủ thoải mái ,1
639,Ks đẹp sạch nhân viên thân thiện,1
640,Vị trí nhân viên thân thiên gia đình Họ xếp chuyên đi Hạ Lòng gia đình tuyệt vời ,1
641,Phòng sạch tiện nghi Nhân viên thân thiện ,1
642,Khách sạn đẹp trung tam phố cổ hà nội Chợ đêm thăm quan du lịch Nhan viên thân thiện,1
643,vị trí tuyệt vời phòng sạch tiện nghi gian tương đối hẹp,1
644,Bữa tạm Wifi kém,0
645,Vị trí đẹp thuận tiện nhân viên thân thiện nhiệt tình Phòng sạch nệm nằm thoải mái Buồng tắm hơi ướt đồ thay 1 toilet hư sửa,0
646,Ngay trung tâm tiện lợi đi Phòng Nexy khu public thể thoải mái vui trò đọc sách Địa hợp single traveller Có phòng hỏng locker chật may mắn phòng ,1
647,Nhân viên thân thiện giao tiếp tiếng Anh Phòng ốc sạch Vị trí thuận lợi bờ Hồ Cho thuê xe giá rẻ Mở cửa 24 24 Friendly staff good in English communication Cleanliness Good location near Hoan Kiem lake about 10 mins walk You can rent a bike from 110 000 to 180000 VND 24 24 open Không chỗ phơi đồ Không xà phòng sẵn No soap or shampoo you need to bring it by yourself No place for wet clothes hanging,1
648,Vị trí tuyệt vời nhân viên thân thiện ,1
649,Địa trung tâm khu vực uống ngon thuận tiện đi phố cổ Nhân viên nhiệt tình thương Sẽ Hà Nội ,1
650,Nhân viên cực kì nhiệt tình thân thiện Bữa đa dạng ngon Phòng hơi mong đợi,1
651,Giường thoải mái nhân viên thân thiện,1
652,Khi phòng sạn xếp phòng lầu 5 sân thượng Phòng ồn ngủ Tuy nhiên 2 đổi phòng ổn ,0
653,Nhân viên thân thiện nhiệt tình Phòng nghỉ thoải mái ấm cúng ,1
654,Nhân viên vui vẻ nhiệt tình phục vụ Phòng sạn sạch ,1
655,Bữa tương đối Giường ngủ thoải mái Đi thuận tiện Nhân viên nhiệt tình thân thiện ,1
656,khách sạn khu vực trung tâm thuận tiện đi Khách sạn giá hợp lý sạch WC hơi cũ sửa chữa lại,1
657,Lễ tân tiếp niềm nở ,0
658,Thuận tiện trung tâm uống ngon rẻ Khu vực sầm uất vui Phòng nhỏ,0
659,Buổi bổ sung món Việt Nam,0
660,Tiện di Ăn uống Nhân viên thân thiện chuyên nghiệp ,1
661,Bữa ngon Nhân viên phục vụ ,1
662,Địa Cách âm kém,0
663,Thái độ phục vụ Điều hòa gọi lễ tân bật được,0
664,thích thái độ phục vụ nhân viên bữa ngon giường bé,0
665,Ban công rộng yên tĩnh Thanh toán credit charge phí 3 báo booking,0
666,Khách sạn khu phố cổ thang máy Khách sạn tiện đi di chuyển,1
667,Giường phòng ốc sạch Nhân viên thân thiện Bữa hơi đơn giản lựa chon Toilet mùi hôi cống ,0
668,Phòng tắm tuyệt Wifi chậm tầng 2,0
669,Phòng tiện nghi sạch yên tĩnh nhân viên nhiệt tình thân thiện Phòng hơi bữa đồ ăn,1
670,Trong phố cổ hà nội 1 yên bình thoáng mát Mình thích,1
671,bữa ngon chỗ tủ lạnh,0
672,Nằm khu uống tiện nghi Menu món hàng chạy đi mua ,1
673,Gần phố cổ Bữa món ,0
674,Giường nệm thoải mái sạch trung tâm ,1
675,Nhân viên nhiệt tình vui vẻ thân thiện phục vụ chu đáo đối hàng Khách sạn trung tâm Hà Nội thuận lợi tham quan uống mua sắm Trong đợt nghỉ sạn phòng 1 chai 0 5 ml 1 Máy lạnh phòng family cũ kỹ lạnh ,0
676,Bữa ngon nhân viên phục vụ phòng sạch địa thuận lợi di Mình phòng tick bathtub filter search Khi Hỏi hạng phòng Booking sạn sửa chuẩn thông ,1
677,Khách sạn đẹp thuận tiện đi mua sắm hàng hàng quán nhân viên nhiệt tình thân thiện lần trở Việt Nam định Hanoi L heritage hotel ,1
678,Khach san đẹp nhân viên thân thiên phong phú lựa chon chợ Hàng Da phở bát đàn chợ đêm rễ đi thuận tiên trở Việt Nam định sạn Xin ,1
679,Tôi sạn 2 sạn thuận tiện du lich quán quán cafe phòng sạch nhân viên thân thiện phong phú ks Cảm ơn ,1
680,Khach san rât đẹp trung tâm phố cổ thuân tiện đi giá hợp lý nhân viên thân thiện sạn dịp thăm Việt Nam ,1
681,Vị trí thuận lợi Wifi tầng kém giá hơi mắc dịch vụ,-1
682,Nhan vien phuc vu rat tot Khong co gi la toi khong thich,1
683,Mình phòng đoàn CB quan đi công tác hài tiện nghi phục vụ địa hài lòng,1
684,Bữa ngon Giường nằm thoải mái,1
685,Khách sạn sạch nhân viên chu đáo thân thiện hữu ích Vị trí sạn phố cổ thuận tiện hồ Hoàn Kiếm trăm mét Rất sạn Bữa hơi đơn điệu món Bữa đầu sạn bữa Wifi chập chờn ổn định ,1
686,Nhân viên niềm nở Bao nệm rách Vỏ gối dơ ố vàng Phòng ko cửa sổ hơi ngộp,-1
687,Rất phố đi Chỗ đậu xe,0
688,Nhân viên vui vẻ thân thiện Sàn gỗ phòng tiếng động Bed sheet Hơi cũ mùi xịt phòng hơn,-1
689,Nhân viên tuyệt vời địa thuận tiện đi khu trung tâm hanoi ,1
690,Vị trí thuận tiện Phòng sạch sẽ,1
691,Bua don gian Do an it va khong ngon,-1
692,Toi rat vui vi da chon khach san goldrice Dia Diem Thuan tien Phong dep gia ca Hop ly Chat luong phuc vu tot than Thien de Men,1
693,nhân viên nhiệt tình thương chu đáo So sạn khu phố cổ sạn di đi dàng tiện nghi phòng sạch Món phở hợp khẩu vị ,1
694,Nhân viên thân thiện lịch Không gian ấm cúng sạch Tôi hài ,1
695,Nhân viên thân thiện nhiệt tình Các phòng âm lắm,0
696,Bữa ngon nhân viên nhiệt tình chu đáo Khu vực thuận tiện Phòng sạch ,1
697,Phòng đẹp giá ,1
698,Khách sạn nhân viên thương trừ cửa phòng chìa khóa thay khóa tiện lợi ổn,0
699,Giường ngủ thoải mái phòng nghỉ đẹp Nhân viên nhiệt tình thân thiện nhất lễ tân gái Hàn Quốc nhiệt tình thủ tục check in tôi tôi phong hệ thống Marriott hotel tới,1
700,Phòng rộng rãi sạch thoải mái phòng 318 view đẹp Nhân viên lễ tân hàng thân thiện chu đáo Bạn lễ tân Thanh check in hơi thân thiện lịch ,1
701,Chúng upgrade hạng phòng executive view hồ tuyệt Vì bé cung cũi bé ngủ thoải mái Tôi thể gọi phục vụ phòng khăn dầu tắm mặc thử gọi nút điện thoại at your service bận thông cảm sạn điểm,1
702,Đang ngủ nhân viên gõ cửa Chưa kịp cửa xông phòng,0
703,Giường thoải mái tiện nghi hiện đại hợp lý Nhân viên nhiệt tình khách,1
704,Nếu tham quan phố cổ hồ gươm quốc giám lăng Bác sạn địa tham quan Từng tầng 5 tầng 6 thang máy đi thang thang hẹp thang máy tầng 1 tầng 5,0
705,Giường thoải mái Phòng sạch Phòng tắm rộng rãi ,1
706,Phòng sạch trung tâm tiện khám phá phố cổ Wifi phòng chậm Cách âm kém phòng kế cửa hành lang Nhân viên lễ tân nữ mặt ko welcome thái độ chán Nhân viên phục vụ bữa Lúc xe đi sân bay ko nhân viên bê vali xách,0
707,Nhân viên sạn nhiệt tình chu đáo sạch tiện nghi Có dịp MK premier boutique hotel Nước bồn vệ sinh chảy hơi chậm nhiên k ảnh hưởng lắm phút nghỉ ngơi ,1
708,Gần trung tâm đi dàng Quán xung quanh sạn ngon Nhân viên vui vẻ nhiệt tình Phòng 213 check máy lạnh mát ,1
709,Khách sạn kiến trúc hợp cảnh quan phố cổ bày trí gian sảnh hồn Giường ngủ sạch êm buổi nhân viên dọn phòng kéo xe đẩy hơi ồn phòng muỗi toilet kệ sữa tắm dầu gội đầu ,0
710,Phong đơn giản hồn tinh tế Nhân viên dọn phòng chạy ầm ầm hành lang Gạch lát lắp phẳng xe dọn phòng di tiếng ồn chối tai Bên cạnh bữa hơi lựa ,-1
711,Không gian sạn Ga nệm sạch hơn,0
712,Ngay phố đi đông vui nhộn nhịp Chưa chuẩn chuẩn 4 tiêu chuẩn ra,0
713,nên chủ động suối hoa phòng,0
714,Ngay trung tâm Viết hóa đơn lâu,0
715,Thức tệ,0
716,Vị trí Khu vực rửa vệ sinh,0
717,Bữa ngon Đồ phong phú ,0
718,Tôi book sạn Maro Booking com thông báo tiền USD VND Khi check in nhân viên lễ tân toán USD VND Tôi VND Cô tiền USD nhân tỷ giá KS bảo toán tiền VND tiền Booking com xác booking Khi thông báo ấy báo tiền toán VND tiền Booking com xác Tôi chuyên nghiệp gian lận ,-1
719,Không gian yên tĩnh phòng sạch nhân viên thân thiện Thiết kế gian đẹp trọng Bữa phong phú menu ,1
720,Yên tĩnh lịch nhân viên thân thiện nhiệt tình Bữa phong phú Tôi bổ sung áo choàng mặc phòng thoải mái tiện lợi ,0
721,Giường nội thất phòng ok Bữa qá lựa chọn,0
722,KS ok đường tệ toàn dân địa phương lụp xụp,0
723,bể bơi sạch nhân viên bể bơi cau quá,0
724,Bê bơi ko phục vụ ko khăn bơi,-1
725,Hồ bơi đẹp yên tĩnh phục vụ nhiệt tình thương Bảo vệ chua chuyen nghiệp,1
726,Thái độ lễ tân nhiệt tình gian yên tĩnh ,1
727,Khuôn viên sạn đẹp cảnh quan trí bắt mắt Bánh mì ngon Phòng 0 máy sấy tóc Đồ thực đặc sắc,0
728,Cua cua phong can ho khoa gai khong tot O ngoai co the day cua da cai khoa gay tam ly mat an toan ,-1
729,Phòng đẹp sạch nhân viên thân thiện Điều hòa phòng 102 chảy Tôi ko thoải mái đồ ướt sàn Nếu khắc phục tuyệt ,0
730,Đặt sạn 2 đêm booking com xác trừ tiền thẻ visa đêm 2 đá sạn thiệt thất vọng ,0
731,Lễ tân bụng thân thiện Giường hơi hôi,0
732,giá nhân viên nhiệt tình đặc biệt phố cổ tiên tham quan du lịch ánh hơi tối ,1
733,khach san sach se nhan vien than thien va nhiet tinh rat thuan tien viec di lai cong viec tham quan co toi se gioi thieu ban be ,1
734,Phục vụ sạch Vị trí thuận lợi Thức ngon,1
735,Vị trí trung tâm giá tiền rẻ Thiếu thiết đồ phòng Đồ nội thất cũ,0
736,Ko Nhân viên ko thân thiện phòng tồi,-1
737,Chộ nghỉ sạch Nhân viên Chủ thân thiện nhiệt tình,1
738,Nhân viên vui vẻ nhiệt tình Đây Địa cực kỳ thuận lợi tham phố cổ nằm trung tâm dàng thuận tiện đi Về phòng Nó hình phòng đèn tối ổ điện tróc bảo trì nguy hiểm Phòng hơi ẩm HN mưa to Trong phòng tắm vật dụng kém đánh bàn chải nv vệ sinh dọn kỹ lắm mùi khăn tắm khăn trải giường gối mùi thuốc tẩy máy nc nóng vòi đầu tư sửa chữa Và muỗi Về wifi Mình mạng wifi Khách sạn wifi tầng phòng sinh hoạt Nhưng bắt yếu trục trặc liên tục vất vả wifi Về bữa Mình tạm trái tráng miệng chán món cơm chiên mì xào xúc xích Các ,-1
739,Phòng sạch thoải mái chủ nhân viên thân thiện thương Ko suối hàng đồ bánh mì trứng mì xào đồ bữa 2 ớn kiếm ,1
740,Chỗ sạch thuận tiện đi tham quan Hà Nội Nhân viên thân thiện nhiệt tình giúp đỡ hàng Không tủ lạnh chỗ xe đêm,0
741,Ăn tuyệt vời tiên Nhân viên sạn tuyệt vời thân thiện vui luôn nở nụ cười bạn,1
742,là sạn tuyệt vời bữa đội ngũ nhân viên tuyệt vời Khi tất ,1
743,Nhân viên le tan hotel vui vẻ hộ trợ cung thông Họ thỏa mái Phòng sạch ngon view hồ đẹp nhân viên hàng cực kỳ lịch chu đáo Rất giá tiền ,1
744,Nhân viên lễ tân thân thiện nhiệt tình nhân viên phục vụ buồng phòng thái độ Khách thay trải giường nhăn nhó đối chấp thái độ Nếu yêu công nghỉ nghỉ ,0
745,Bữa tuyệt hảo Phòng ốc dọn dẹp sạch tiện nghi trọng Thái độ phục vụ nhân viên lắm Cần thân thiện cởi hàng nữa,1
746,Khách sạn thiết phòng tiện nghi với giá tiền Vòi xịt bồn cầu áp sợ đi vệ sinh Nhân viên dọn vệ sinh dọn kỹ sàn giường thiết lau sạch dọn phòng Tủ mắc quần áo nữ giới mắc chủ sạn nhắc nhở nhân viên vệ sinh chỉnh vòi xịt bồn cầu ,0
747,bữa ngon khung cảnh đẹp phòng sạch thoáng quên dôi tai bàn gọi điện nhân viên giúp nv ko quên đồ lỗi nhân viên san trung thưc ,1
748,Rất hài nhân viên phục vụ bữa phục vụ phòng Tôi tuyệt vời 1 giấc ngủ gia đình mình,1
749,Canh quan dep An phong phu va su lúa Món an k ngon chut nao,0
750,phong rat dep nhan vien than thien nhiet tinh,1
751,Nhân viên thân thiện nhiệt tình Cửa kính âm tốt,0
752,Điều hòa hoạt động nội thất cũ kỹ xứng tiền,-1
753,phong rong dang gia tien khach san nho nhung van co breakfast rat good,1
754,Thuận tiện đi Phòng chỗ xe O tô đồ đa dạng,-1
755,Nv phục vị địa hợp yên tĩnh Ăn hòa chua đc tốt,0
756,Giường toilet thoải mái ,0
757,Phòng sạch gọn ok Mình hài lòng,1
758,Sạch thoải mái giá tiền phòng k cửa sổ k view,0
759,Đồ ngon phòng sạch tiện nghi dịch vụ Không chê ,1
760,View hồ phòng thoáng,1
761,View hỗ tầng thượng tuyệt Không gian phòng hẹp nhiên phòng tắm ,0
762,Nhân viên thân thiện nhiệt tình ,0
763,Giường hơi ngủ,0
764,Chỗ ngủ Diện tích phòng nho,0
